"carro","dono","marca","Estilo","Acabamento","Posição de dirigir","Instrumentos","Interior","Porta-malas","Desempenho","Motor","Câmbio","Freios","Suspensão","Consumo","Estabilidade","Custo-Benefício ","Recomendação","indice","Class_NPS"
"Polo",93,"Volkswagen",10,9,10,10,10,10,10,9,9,10,10,10,10,10,10,7622,"Promotores"
"Polo",94,"Volkswagen",10,7,10,9,7,5,10,10,10,6,6,10,10,8,8,7623,"Passivos"
"Polo",95,"Volkswagen",9,8,9,8,8,7,8,9,7,9,7,7,8,10,8,7624,"Passivos"
"Polo",96,"Volkswagen",9,8,9,9,9,7,9,9,10,8,8,9,9,6,9,7625,"Promotores"
"Polo",97,"Volkswagen",8,1,8,9,1,3,9,9,9,6,1,8,8,7,3,7626,"Detratores"
"Polo",98,"Volkswagen",10,10,10,10,9,7,10,10,10,10,9,10,9,9,10,7627,"Promotores"
"Polo",99,"Volkswagen",10,9,10,10,10,10,9,10,10,9,8,10,10,8,10,7628,"Promotores"
"Polo",100,"Volkswagen",9,7,9,9,9,7,9,9,9,8,7,8,9,7,9,7629,"Promotores"
"Polo",101,"Volkswagen",10,7,9,8,8,5,7,7,10,6,5,8,9,7,10,7630,"Promotores"
"Polo",102,"Volkswagen",9,9,9,9,7,7,8,7,9,9,8,9,8,8,8,7631,"Passivos"
"Polo",103,"Volkswagen",8,8,9,9,10,6,7,9,10,10,7,7,9,10,10,7632,"Promotores"
"Polo",104,"Volkswagen",9,10,10,10,9,9,10,10,10,10,10,10,10,9,10,7633,"Promotores"
"Polo",105,"Volkswagen",8,3,7,8,6,7,9,8,7,6,2,6,8,7,6,7634,"Detratores"
"Polo",106,"Volkswagen",8,6,8,10,8,7,9,9,9,9,9,7,9,9,9,7635,"Promotores"
"Polo",107,"Volkswagen",10,9,10,10,8,8,10,9,10,8,10,10,10,9,10,7636,"Promotores"
"Polo",108,"Volkswagen",8,9,9,9,8,8,8,8,9,9,8,8,8,8,8,7637,"Passivos"
"Polo",109,"Volkswagen",8,8,8,8,8,7,8,8,8,8,8,9,9,9,9,7638,"Promotores"
"Polo",110,"Volkswagen",9,9,9,10,9,8,10,10,10,9,9,10,10,9,10,7639,"Promotores"
"Polo",111,"Volkswagen",10,9,5,10,10,5,10,0,10,10,2,5,8,0,0,7640,"Detratores"
"Polo",112,"Volkswagen",9,10,9,10,9,8,8,9,9,9,8,9,8,8,10,7641,"Promotores"
"Polo",113,"Volkswagen",9,6,8,7,7,6,8,8,8,7,6,7,7,6,7,7642,"Passivos"
"Polo",114,"Volkswagen",9,9,8,10,8,3,9,10,10,9,7,5,8,8,9,7643,"Promotores"
"Polo",115,"Volkswagen",9,9,8,9,9,7,9,9,10,8,9,8,9,9,9,7644,"Promotores"
"Polo",116,"Volkswagen",8,7,7,8,8,5,8,8,9,8,8,7,9,6,3,7645,"Detratores"
"Polo",117,"Volkswagen",8,10,7,10,8,8,10,10,10,10,8,10,10,9,9,7646,"Promotores"
"Polo",118,"Volkswagen",8,9,8,9,7,5,7,5,7,5,5,9,8,3,4,7647,"Detratores"
"Polo",119,"Volkswagen",8,8,9,8,6,3,8,7,7,7,5,7,9,7,8,7648,"Passivos"
"Polo",120,"Volkswagen",8,7,7,8,8,6,9,8,9,8,6,8,8,8,8,7649,"Passivos"
"Polo",121,"Volkswagen",9,8,9,9,10,8,10,8,8,10,8,8,9,8,10,7650,"Promotores"
"Polo",122,"Volkswagen",10,8,10,10,9,6,9,8,10,10,10,9,10,10,10,7651,"Promotores"
"Polo",123,"Volkswagen",10,9,9,8,7,6,9,9,10,7,7,10,7,8,10,7652,"Promotores"
"Polo",124,"Volkswagen",9,5,6,7,8,5,6,2,4,7,7,9,9,7,7,7653,"Passivos"
"Polo",125,"Volkswagen",8,8,9,8,7,7,8,6,6,6,6,6,8,4,4,7654,"Detratores"
"Polo",126,"Volkswagen",8,8,8,8,8,5,7,7,8,8,6,8,8,9,8,7655,"Passivos"
"Polo",127,"Volkswagen",10,9,9,9,9,9,10,9,9,9,9,9,10,9,10,7656,"Promotores"
"Polo",128,"Volkswagen",9,9,9,10,10,10,10,10,10,10,8,8,9,8,9,7657,"Promotores"
"Polo",129,"Volkswagen",8,7,7,8,6,3,8,8,7,7,7,7,8,6,7,7658,"Passivos"
"Polo",130,"Volkswagen",8,10,9,10,8,8,10,9,10,10,10,8,10,7,10,7659,"Promotores"
"Polo",131,"Volkswagen",9,8,9,10,10,7,10,10,10,10,6,7,10,8,10,7660,"Promotores"
"Polo",132,"Volkswagen",9,9,9,10,10,10,10,9,10,10,8,9,10,10,10,7661,"Promotores"
"Polo",133,"Volkswagen",10,9,10,10,10,8,10,10,10,10,10,10,10,6,10,7662,"Promotores"
"Polo",134,"Volkswagen",9,8,9,10,9,8,9,8,10,9,7,8,9,9,10,7663,"Promotores"
"Polo",135,"Volkswagen",7,5,10,10,8,6,8,9,10,8,8,9,9,8,10,7664,"Promotores"
"Polo",136,"Volkswagen",9,8,9,9,7,5,9,7,9,9,8,7,8,8,9,7665,"Promotores"
"Polo",137,"Volkswagen",8,7,8,8,9,7,8,7,9,9,7,8,9,8,9,7666,"Promotores"
"Polo",138,"Volkswagen",8,7,10,10,9,10,10,10,10,9,7,10,10,7,9,7667,"Promotores"
"Polo",139,"Volkswagen",9,7,7,10,8,10,8,8,10,7,7,9,10,10,10,7668,"Promotores"
"Polo",140,"Volkswagen",8,6,8,9,9,8,8,9,9,8,7,8,8,9,10,7669,"Promotores"
"Polo",141,"Volkswagen",10,8,7,6,6,7,7,7,8,7,8,7,9,8,8,7670,"Passivos"
"Polo",142,"Volkswagen",10,8,10,9,10,5,6,4,10,7,5,10,8,10,10,7671,"Promotores"
"Polo",143,"Volkswagen",10,9,9,9,8,9,9,8,10,8,8,7,9,9,9,7672,"Promotores"
"Polo",144,"Volkswagen",8,9,10,8,9,6,9,10,10,10,8,7,10,10,10,7673,"Promotores"
"Polo",145,"Volkswagen",10,9,10,10,9,7,8,8,10,8,3,9,10,8,10,7674,"Promotores"
"Polo",146,"Volkswagen",9,7,9,8,7,5,8,9,10,6,7,7,9,8,9,7675,"Promotores"
"Polo",147,"Volkswagen",5,4,9,6,8,4,7,9,10,6,5,6,7,10,10,7676,"Promotores"
"Polo",148,"Volkswagen",8,7,8,9,8,3,8,10,10,5,7,7,7,8,10,7677,"Promotores"
"Polo",149,"Volkswagen",9,8,9,8,8,7,9,10,10,7,7,10,9,9,9,7678,"Promotores"
"Polo",150,"Volkswagen",8,8,9,9,9,8,10,9,0,7,5,5,6,7,8,7679,"Passivos"
"Polo",151,"Volkswagen",10,9,10,10,10,10,10,9,10,8,10,0,10,10,10,7680,"Promotores"
"Polo",152,"Volkswagen",9,9,10,9,10,9,10,10,10,9,8,9,10,9,10,7681,"Promotores"
"Polo",153,"Volkswagen",8,7,9,9,9,10,10,10,10,10,5,9,10,8,8,7682,"Passivos"
"Polo",154,"Volkswagen",9,8,8,8,6,5,8,10,9,8,7,7,6,8,9,7683,"Promotores"
"Polo",155,"Volkswagen",8,8,8,8,7,5,10,7,10,10,7,8,7,6,9,7684,"Promotores"
"Polo",156,"Volkswagen",8,9,9,9,8,9,7,10,10,10,9,8,9,8,9,7685,"Promotores"
"Polo",157,"Volkswagen",8,10,10,9,9,9,9,9,8,9,7,8,9,7,9,7686,"Promotores"
"Polo",158,"Volkswagen",10,10,10,10,10,7,9,10,10,8,9,8,9,10,10,7687,"Promotores"
"Polo",159,"Volkswagen",8,8,9,9,8,7,9,8,10,8,7,7,7,8,8,7688,"Passivos"
"Polo",160,"Volkswagen",8,6,8,8,7,7,9,9,8,8,8,9,8,8,8,7689,"Passivos"
"Polo",161,"Volkswagen",9,7,8,7,7,7,9,9,10,8,4,6,9,7,7,7690,"Passivos"
"Polo",162,"Volkswagen",10,9,10,9,10,8,10,10,10,8,7,5,9,6,7,7691,"Passivos"
"Polo",163,"Volkswagen",9,4,8,7,7,7,7,5,10,8,7,6,8,7,7,7692,"Passivos"
"Polo",164,"Volkswagen",8,10,9,10,10,8,8,8,10,8,7,8,10,8,10,7693,"Promotores"
"Polo",165,"Volkswagen",9,8,8,8,8,8,8,8,8,7,8,9,8,8,9,7694,"Promotores"
"Polo",166,"Volkswagen",9,8,8,8,7,7,8,8,7,5,6,7,7,7,8,7695,"Passivos"
"Polo",167,"Volkswagen",9,8,8,7,7,8,6,7,8,8,8,5,8,8,8,7696,"Passivos"
"Polo",168,"Volkswagen",10,9,9,9,10,7,8,9,9,8,9,7,9,8,9,7697,"Promotores"
"Polo",169,"Volkswagen",8,8,9,8,8,6,6,8,8,6,5,8,9,7,8,7698,"Passivos"
"Polo",170,"Volkswagen",10,8,9,8,8,7,7,9,9,9,6,10,9,8,9,7699,"Promotores"
"Polo",171,"Volkswagen",10,9,9,10,10,9,9,10,10,10,9,7,10,10,10,7700,"Promotores"
"Polo",172,"Volkswagen",10,9,9,9,10,8,10,8,10,10,8,8,9,10,10,7701,"Promotores"
"Polo",173,"Volkswagen",8,6,6,7,7,4,5,7,9,4,6,6,8,6,6,7702,"Detratores"
"Polo",174,"Volkswagen",10,8,10,10,9,8,10,10,10,9,8,10,10,10,10,7703,"Promotores"
"Polo",175,"Volkswagen",8,8,9,10,9,8,9,9,10,9,9,9,9,9,10,7704,"Promotores"
"Polo",176,"Volkswagen",10,7,9,5,8,8,7,6,5,8,4,6,8,10,5,7705,"Detratores"
"Polo",177,"Volkswagen",8,8,7,9,8,6,9,8,10,9,9,5,9,9,8,7706,"Passivos"
"Polo",178,"Volkswagen",8,7,9,9,8,6,8,7,8,7,5,6,8,7,7,7707,"Passivos"
"Polo",179,"Volkswagen",8,7,9,8,6,4,9,8,10,7,8,6,8,9,9,7708,"Promotores"
"Polo",180,"Volkswagen",10,8,10,9,9,7,9,9,7,8,6,8,10,8,9,7709,"Promotores"
"Polo",181,"Volkswagen",10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,7710,"Promotores"
"Polo",182,"Volkswagen",8,2,5,3,2,9,8,3,6,3,3,2,7,5,0,7711,"Detratores"
"Polo",183,"Volkswagen",8,6,8,7,7,6,8,10,10,9,7,10,10,8,8,7712,"Passivos"
"Polo",184,"Volkswagen",10,9,9,10,10,8,10,10,10,8,5,6,10,7,10,7713,"Promotores"
"Polo",185,"Volkswagen",10,8,9,10,9,8,10,10,10,10,8,10,10,9,9,7714,"Promotores"
"Polo",186,"Volkswagen",8,3,5,5,5,6,7,7,7,6,6,5,7,5,5,7715,"Detratores"
"Polo",187,"Volkswagen",9,6,10,10,8,9,10,10,10,8,8,9,8,9,7,7716,"Passivos"
"Polo",188,"Volkswagen",9,10,10,9,9,6,7,9,9,9,7,9,9,8,9,7717,"Promotores"
"Polo",189,"Volkswagen",9,8,9,8,7,6,9,10,10,8,8,10,10,7,8,7718,"Passivos"
"Polo",190,"Volkswagen",8,9,9,10,9,8,8,9,9,8,4,7,8,7,8,7719,"Passivos"
"Polo",191,"Volkswagen",8,9,8,9,8,6,8,8,8,8,3,8,8,4,7,7720,"Passivos"
"Polo",192,"Volkswagen",10,10,10,10,10,9,9,8,9,8,7,9,10,8,10,7721,"Promotores"
"Polo",193,"Volkswagen",8,9,9,8,8,8,5,5,5,6,4,7,7,8,8,7722,"Passivos"
"Polo",194,"Volkswagen",10,9,8,10,9,8,10,9,10,9,8,9,10,9,10,7723,"Promotores"
"Polo",195,"Volkswagen",8,7,5,6,7,3,8,6,10,8,5,3,8,7,7,7724,"Passivos"
"Polo",196,"Volkswagen",7,6,6,5,6,5,7,7,7,7,1,5,7,7,5,7725,"Detratores"
"Polo",197,"Volkswagen",10,9,10,10,8,6,10,9,10,10,9,9,10,9,10,7726,"Promotores"
"Polo",198,"Volkswagen",9,9,7,10,7,8,9,9,9,5,1,6,8,7,5,7727,"Detratores"
"Polo",199,"Volkswagen",10,9,10,10,9,5,8,10,10,6,9,7,10,7,8,7728,"Passivos"
"Polo",200,"Volkswagen",8,8,9,8,5,10,10,4,9,8,5,5,9,5,9,7729,"Promotores"
"Polo",201,"Volkswagen",9,8,7,9,8,8,10,9,9,9,7,5,9,5,7,7730,"Passivos"
"Polo",202,"Volkswagen",8,10,8,9,9,8,5,9,10,9,8,8,8,8,10,7731,"Promotores"
"Polo",203,"Volkswagen",8,3,7,7,2,7,10,7,8,8,0,5,8,7,5,7732,"Detratores"
"Polo",204,"Volkswagen",9,9,8,9,8,5,9,8,8,8,7,8,8,9,9,7733,"Promotores"
"Polo",205,"Volkswagen",9,10,10,10,10,6,10,10,10,10,9,8,9,10,10,7734,"Promotores"
"Polo",206,"Volkswagen",10,9,8,8,9,6,9,9,9,9,9,10,9,9,10,7735,"Promotores"
"Polo",207,"Volkswagen",10,10,8,10,8,8,9,10,10,10,9,6,8,9,9,7736,"Promotores"
"Polo",208,"Volkswagen",9,6,9,9,8,8,7,6,8,8,6,5,8,8,6,7737,"Detratores"
"Polo",209,"Volkswagen",10,7,7,8,8,2,6,7,9,9,7,8,8,8,8,7738,"Passivos"
"Polo",210,"Volkswagen",10,10,9,9,10,5,8,8,10,7,4,8,10,8,10,7739,"Promotores"
"Polo",211,"Volkswagen",9,8,8,8,7,7,10,9,10,10,8,8,9,8,8,7740,"Passivos"
"Polo",212,"Volkswagen",10,9,9,9,10,8,9,6,9,9,5,8,10,10,10,7741,"Promotores"
"Polo",213,"Volkswagen",9,9,10,10,9,6,9,9,10,8,9,8,10,9,10,7742,"Promotores"
"Polo",214,"Volkswagen",10,9,9,8,8,5,7,8,10,9,10,6,10,10,10,7743,"Promotores"
"Polo",215,"Volkswagen",9,10,10,10,8,7,9,9,10,8,9,9,10,8,10,7744,"Promotores"
"Polo",216,"Volkswagen",10,10,9,9,9,7,8,8,10,7,7,9,9,8,10,7745,"Promotores"
"Polo",217,"Volkswagen",9,8,8,9,10,9,10,10,10,8,8,7,10,10,10,7746,"Promotores"
"Cruze",1,"Chevrolet",9,9,9,9,9,9,8,8,7,10,7,7,9,8,8,7747,"Passivos"
"Cruze",2,"Chevrolet",9,8,8,9,8,9,9,4,4,9,5,2,10,6,6,7748,"Detratores"
"Cruze",3,"Chevrolet",10,5,8,7,8,10,2,6,2,8,2,4,9,5,5,7749,"Detratores"
"Cruze",4,"Chevrolet",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7750,"Promotores"
"Cruze",5,"Chevrolet",7,6,6,7,7,10,4,3,2,1,0,0,9,3,4,7751,"Detratores"
"Cruze",6,"Chevrolet",8,8,8,8,8,8,5,5,5,3,2,1,8,5,5,7752,"Detratores"
"Cruze",7,"Chevrolet",9,9,9,7,8,6,6,6,8,3,0,6,9,5,0,7753,"Detratores"
"Cruze",8,"Chevrolet",10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,7754,"Promotores"
"Cruze",9,"Chevrolet",10,6,10,10,10,10,10,10,10,10,10,2,10,7,2,7755,"Detratores"
"Cruze",10,"Chevrolet",10,9,9,9,10,9,8,9,9,10,8,9,10,10,10,7756,"Promotores"
"Cruze",11,"Chevrolet",10,8,8,9,6,6,5,8,8,8,4,5,8,7,6,7757,"Detratores"
"Cruze",12,"Chevrolet",9,8,10,10,10,10,8,5,8,9,7,6,10,8,7,7758,"Passivos"
"Cruze",13,"Chevrolet",9,8,9,8,9,9,6,8,7,8,7,6,8,9,9,7759,"Promotores"
"Cruze",14,"Chevrolet",8,8,8,8,7,8,3,7,3,7,3,2,3,5,5,7760,"Detratores"
"Cruze",15,"Chevrolet",9,8,7,7,7,8,8,7,8,8,4,7,7,5,5,7761,"Detratores"
"Cruze",16,"Chevrolet",10,10,9,10,9,10,9,9,9,9,8,10,9,9,9,7762,"Promotores"
"Cruze",17,"Chevrolet",3,3,3,3,3,4,4,0,0,2,1,3,4,0,0,7763,"Detratores"
"Cruze",18,"Chevrolet",10,9,8,10,9,10,9,9,8,10,7,8,10,8,10,7764,"Promotores"
"Cruze",19,"Chevrolet",10,9,9,10,9,9,10,9,10,10,10,10,10,10,10,7765,"Promotores"
"Cruze",20,"Chevrolet",9,9,9,9,9,10,9,10,9,10,9,8,10,9,10,7766,"Promotores"
"Cruze",21,"Chevrolet",10,9,10,9,10,10,10,10,10,10,8,9,10,10,10,7767,"Promotores"
"Cruze",22,"Chevrolet",8,7,8,7,7,6,4,6,4,7,6,4,8,4,3,7768,"Detratores"
"Cruze",23,"Chevrolet",9,6,7,7,5,7,8,7,7,7,0,4,7,5,2,7769,"Detratores"
"Cruze",24,"Chevrolet",9,7,6,6,4,7,3,3,4,7,2,5,8,1,0,7770,"Detratores"
"Cruze",25,"Chevrolet",10,10,10,9,9,10,8,8,8,10,9,9,10,10,9,7771,"Promotores"
"Cruze",26,"Chevrolet",9,8,8,9,8,10,8,8,8,9,9,6,9,8,9,7772,"Promotores"
"Cruze",27,"Chevrolet",9,8,8,9,4,7,7,4,6,5,4,5,8,9,7,7773,"Passivos"
"Cruze",28,"Chevrolet",10,9,10,10,10,10,10,9,10,10,8,10,9,9,10,7774,"Promotores"
"Cruze",29,"Chevrolet",10,10,10,10,10,10,8,5,0,10,5,3,10,10,5,7775,"Detratores"
"Cruze",30,"Chevrolet",10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,7776,"Promotores"
"Cruze",31,"Chevrolet",10,8,8,10,10,10,10,9,9,9,9,6,10,8,10,7777,"Promotores"
"Cruze",32,"Chevrolet",10,10,9,10,10,9,9,9,9,10,10,8,10,9,10,7778,"Promotores"
"Cruze",33,"Chevrolet",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7779,"Promotores"
"Cruze",34,"Chevrolet",9,8,10,10,9,9,10,10,10,10,8,8,10,8,9,7780,"Promotores"
"Cruze",35,"Chevrolet",10,8,10,10,8,10,7,7,8,9,9,6,10,10,10,7781,"Promotores"
"Cruze",36,"Chevrolet",10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,7782,"Promotores"
"Cruze",37,"Chevrolet",10,10,9,10,10,9,1,5,9,10,9,8,10,2,3,7783,"Detratores"
"Cruze",38,"Chevrolet",10,10,10,10,10,10,9,9,10,10,9,10,10,10,10,7784,"Promotores"
"Cruze",39,"Chevrolet",9,8,9,10,9,10,7,7,8,9,9,6,9,8,9,7785,"Promotores"
"Cruze",40,"Chevrolet",10,8,8,8,10,10,7,10,10,10,8,5,8,7,10,7786,"Promotores"
"Cruze",41,"Chevrolet",9,7,10,8,9,7,8,7,8,8,8,2,7,8,7,7787,"Passivos"
"Cruze",42,"Chevrolet",10,6,10,10,10,8,7,7,6,7,7,5,9,7,7,7788,"Passivos"
"Cruze",43,"Chevrolet",10,9,10,10,10,8,9,9,8,10,9,6,10,8,8,7789,"Passivos"
"Cruze",44,"Chevrolet",10,8,8,7,8,7,4,9,6,1,5,7,9,5,3,7790,"Detratores"
"Cruze",45,"Chevrolet",10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,7791,"Promotores"
"Cruze",46,"Chevrolet",9,5,9,9,9,9,5,4,4,9,9,7,9,5,3,7792,"Detratores"
"Cruze",47,"Chevrolet",10,2,6,10,8,0,2,6,0,4,4,0,8,0,0,7793,"Detratores"
"Cruze",48,"Chevrolet",10,9,10,10,10,10,9,9,9,10,10,8,10,8,10,7794,"Promotores"
"Cruze",49,"Chevrolet",10,9,10,10,9,9,8,10,9,10,7,8,10,9,9,7795,"Promotores"
"Cruze",50,"Chevrolet",10,8,10,10,9,10,10,8,9,10,8,7,10,8,10,7796,"Promotores"
"Cruze",51,"Chevrolet",10,9,9,10,8,8,9,10,10,9,9,8,10,9,9,7797,"Promotores"
"Cruze",52,"Chevrolet",9,8,8,8,8,8,8,7,7,9,7,4,4,7,8,7798,"Passivos"
"Cruze",53,"Chevrolet",10,9,9,10,9,10,10,9,10,10,8,7,10,10,10,7799,"Promotores"
"Cruze",54,"Chevrolet",9,9,9,10,10,10,8,7,8,10,9,5,9,8,8,7800,"Passivos"
"Cruze",55,"Chevrolet",10,9,9,9,10,10,9,9,9,9,9,7,10,8,10,7801,"Promotores"
"Cruze",56,"Chevrolet",9,5,8,8,7,9,5,4,3,8,5,5,8,6,5,7802,"Detratores"
"Cruze",57,"Chevrolet",9,8,9,9,9,9,9,10,10,10,10,7,10,9,9,7803,"Promotores"
"Cruze",58,"Chevrolet",7,6,6,9,8,10,7,4,5,9,7,2,6,6,3,7804,"Detratores"
"Cruze",59,"Chevrolet",8,9,8,9,8,9,10,9,8,9,8,10,9,5,9,7805,"Promotores"
"Cruze",60,"Chevrolet",10,7,8,10,10,10,8,10,10,10,9,8,10,10,8,7806,"Passivos"
"Cruze",61,"Chevrolet",10,9,9,9,9,10,9,9,10,10,9,9,10,9,10,7807,"Promotores"
"Cruze",62,"Chevrolet",10,9,10,10,10,8,9,10,10,10,8,9,10,9,10,7808,"Promotores"
"Cruze",63,"Chevrolet",10,8,9,8,9,10,10,8,10,10,7,5,8,8,8,7809,"Passivos"
"Cruze",64,"Chevrolet",10,9,10,10,9,9,9,10,9,10,9,8,10,10,10,7810,"Promotores"
"Cruze",65,"Chevrolet",10,9,10,9,9,9,7,10,9,10,9,7,10,8,10,7811,"Promotores"
"Cruze",66,"Chevrolet",10,9,10,10,10,10,8,9,10,10,7,7,10,10,9,7812,"Promotores"
"Cruze",67,"Chevrolet",9,8,10,8,9,9,9,9,9,9,8,7,10,7,9,7813,"Promotores"
"Cruze",68,"Chevrolet",10,10,9,10,10,8,9,9,9,10,9,8,10,8,10,7814,"Promotores"
"Cruze",69,"Chevrolet",10,8,8,10,9,9,9,9,8,9,7,8,9,8,10,7815,"Promotores"
"Cruze",70,"Chevrolet",9,9,10,10,9,10,9,9,9,9,9,10,10,9,10,7816,"Promotores"
"Cruze",71,"Chevrolet",10,9,10,10,9,10,9,9,9,10,9,9,10,9,10,7817,"Promotores"
"Cruze",72,"Chevrolet",10,8,9,10,9,10,8,9,9,8,7,8,10,9,10,7818,"Promotores"
"Cruze",73,"Chevrolet",10,8,8,8,6,9,8,7,8,9,4,7,10,9,9,7819,"Promotores"
"Cruze",74,"Chevrolet",10,7,9,10,10,9,8,7,8,10,8,10,9,8,10,7820,"Promotores"
"Cruze",75,"Chevrolet",7,9,9,9,9,7,7,7,8,10,10,6,10,8,8,7821,"Passivos"
"Cruze",76,"Chevrolet",9,0,9,9,8,7,8,2,0,0,1,3,7,2,2,7822,"Detratores"
"Cruze",77,"Chevrolet",10,10,10,10,10,10,9,9,10,10,8,8,10,9,10,7823,"Promotores"
"Cruze",78,"Chevrolet",9,8,9,9,7,8,7,8,8,9,9,8,9,9,9,7824,"Promotores"
"Cruze",79,"Chevrolet",10,9,9,10,10,10,8,8,8,10,10,0,9,6,1,7825,"Detratores"
"Cruze",80,"Chevrolet",9,8,8,10,9,10,5,5,3,10,7,4,10,4,3,7826,"Detratores"
"Cruze",81,"Chevrolet",10,8,9,10,6,8,9,7,9,9,0,5,9,5,5,7827,"Detratores"
"Cruze",82,"Chevrolet",8,8,9,10,9,9,8,9,9,10,9,7,10,8,9,7828,"Promotores"
"Cruze",83,"Chevrolet",10,8,10,10,10,9,7,6,9,10,9,6,10,8,10,7829,"Promotores"
"Cruze",84,"Chevrolet",10,9,10,10,9,10,8,9,9,10,8,8,10,8,9,7830,"Promotores"
"Cruze",85,"Chevrolet",10,9,9,8,8,9,7,7,8,9,7,7,9,7,8,7831,"Passivos"
"Cruze",86,"Chevrolet",10,10,9,9,9,9,8,8,9,9,8,3,9,8,9,7832,"Promotores"
"Cruze",87,"Chevrolet",9,7,9,8,9,9,9,7,9,9,7,4,9,7,7,7833,"Passivos"
"Cruze",88,"Chevrolet",10,9,10,10,9,9,8,8,9,10,9,7,10,8,9,7834,"Promotores"
"Cruze",89,"Chevrolet",10,5,7,10,8,10,4,4,6,7,6,7,9,9,5,7835,"Detratores"
"Cruze",90,"Chevrolet",10,10,9,10,9,10,9,10,10,10,10,8,10,8,10,7836,"Promotores"
"Cruze",91,"Chevrolet",9,8,9,9,9,7,7,9,8,9,8,8,9,10,9,7837,"Promotores"
"Cruze",92,"Chevrolet",10,8,9,9,9,9,9,9,8,9,8,7,9,9,9,7838,"Promotores"
"Cruze",93,"Chevrolet",9,9,9,10,9,10,8,10,10,10,10,8,10,10,10,7839,"Promotores"
"Cruze",94,"Chevrolet",10,9,9,10,9,9,9,10,10,10,10,9,10,10,10,7840,"Promotores"
"Cruze",95,"Chevrolet",10,8,9,8,8,10,8,9,8,10,9,8,10,9,9,7841,"Promotores"
"Cruze",96,"Chevrolet",10,9,9,10,10,9,9,10,10,9,10,5,10,9,10,7842,"Promotores"
"Cruze",97,"Chevrolet",9,8,8,9,8,10,9,7,9,10,7,5,9,8,8,7843,"Passivos"
"Cruze",98,"Chevrolet",10,9,10,7,10,10,9,10,10,9,9,8,10,7,9,7844,"Promotores"
"Cruze",99,"Chevrolet",10,9,9,10,10,10,10,8,9,10,7,8,9,6,9,7845,"Promotores"
"Cruze",100,"Chevrolet",10,9,10,10,9,9,8,8,7,9,8,8,10,8,9,7846,"Promotores"
"Cruze",101,"Chevrolet",10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,7847,"Promotores"
"Cruze",102,"Chevrolet",10,6,10,9,8,10,8,9,9,9,4,9,10,8,9,7848,"Promotores"
"Cruze",103,"Chevrolet",10,8,10,10,10,10,9,10,10,10,6,9,10,9,10,7849,"Promotores"
"Cruze",104,"Chevrolet",10,10,10,8,9,10,9,9,9,10,10,10,9,10,9,7850,"Promotores"
"Cruze",105,"Chevrolet",9,7,8,9,8,9,8,8,9,8,8,4,9,7,7,7851,"Passivos"
"Cruze",106,"Chevrolet",9,8,8,9,9,9,7,8,8,8,2,5,10,7,7,7852,"Passivos"
"Cruze",107,"Chevrolet",10,8,8,10,10,10,9,10,10,10,6,10,10,10,10,7853,"Promotores"
"Cruze",108,"Chevrolet",10,10,10,10,9,9,9,9,9,9,8,8,10,8,9,7854,"Promotores"
"Cruze",109,"Chevrolet",10,8,8,9,8,10,8,9,10,10,8,3,8,5,6,7855,"Detratores"
"Cruze",110,"Chevrolet",10,8,10,10,8,9,10,10,10,10,8,10,10,10,10,7856,"Promotores"
"Cruze",111,"Chevrolet",10,9,9,9,7,9,4,1,5,8,0,5,5,5,5,7857,"Detratores"
"Cruze",112,"Chevrolet",8,6,7,8,7,8,7,5,4,6,3,7,7,4,5,7858,"Detratores"
"Cruze",113,"Chevrolet",10,9,10,10,9,9,8,8,9,10,10,6,10,10,10,7859,"Promotores"
"Cruze",114,"Chevrolet",10,9,10,10,9,9,8,9,10,10,10,8,10,10,10,7860,"Promotores"
"Cruze",115,"Chevrolet",9,9,9,8,7,7,6,6,8,9,9,5,9,8,7,7861,"Passivos"
"Cruze",116,"Chevrolet",10,8,8,9,8,10,7,9,6,7,8,9,8,8,9,7862,"Promotores"
"Cruze",117,"Chevrolet",10,9,10,9,10,10,10,8,9,10,9,8,10,10,10,7863,"Promotores"
"Cruze",118,"Chevrolet",10,9,9,10,10,8,9,9,10,10,9,7,10,10,9,7864,"Promotores"
"Cruze",119,"Chevrolet",10,9,10,10,9,9,8,9,10,10,9,4,10,9,9,7865,"Promotores"
"Cruze",120,"Chevrolet",10,10,10,9,10,10,10,10,10,10,9,2,10,10,10,7866,"Promotores"
"Cruze",121,"Chevrolet",10,9,10,10,10,10,10,8,10,10,8,9,10,9,10,7867,"Promotores"
"Cruze",122,"Chevrolet",10,10,10,10,10,10,10,10,10,10,10,8,10,9,10,7868,"Promotores"
"Cruze",123,"Chevrolet",10,8,9,9,9,9,8,8,9,9,9,7,9,9,10,7869,"Promotores"
"Cruze",124,"Chevrolet",10,9,9,9,9,10,10,9,10,10,9,7,10,9,9,7870,"Promotores"
"Cruze",125,"Chevrolet",8,8,9,9,9,6,8,2,8,9,5,6,9,6,10,7871,"Promotores"
