"carro","dono","marca","Estilo","Acabamento","Posição de dirigir","Instrumentos","Interior","Porta-malas","Desempenho","Motor","Câmbio","Freios","Suspensão","Consumo","Estabilidade","Custo-Benefício ","Recomendação"
"Bravo",119,"Fiat",9,8,8,8,8,8,8,9,8,9,8,7,8,7,8
"Bravo",120,"Fiat",10,10,8,9,10,10,10,10,10,10,10,9,10,10,10
"Bravo",121,"Fiat",10,10,10,10,10,10,10,10,5,10,5,10,10,10,10
"Bravo",122,"Fiat",10,8,10,10,8,9,9,8,8,10,4,7,9,5,4
"Bravo",123,"Fiat",9,9,5,5,8,8,8,9,8,10,10,7,8,7,8
"Bravo",124,"Fiat",10,10,10,9,10,9,7,10,8,10,10,8,10,9,10
"Bravo",125,"Fiat",10,10,10,10,9,10,10,10,10,10,10,9,10,10,10
"Bravo",126,"Fiat",10,10,9,8,9,8,9,8,8,9,9,8,9,7,9
"Bravo",127,"Fiat",10,10,10,10,9,10,10,8,9,9,8,5,9,7,9
"Bravo",128,"Fiat",7,8,7,7,7,8,8,8,7,8,8,8,8,7,7
"Bravo",129,"Fiat",10,5,8,7,7,9,10,10,10,10,7,9,9,7,8
"Bravo",130,"Fiat",10,9,9,10,9,9,9,10,9,10,10,9,9,9,10
"Bravo",131,"Fiat",10,10,10,10,8,10,10,10,9,10,10,8,10,8,10
"Bravo",132,"Fiat",10,10,10,10,10,10,8,9,10,10,10,7,10,9,10
"Bravo",133,"Fiat",10,10,10,8,10,10,10,10,10,10,10,9,10,5,5
"Bravo",134,"Fiat",10,9,10,9,9,9,8,9,9,10,10,9,10,10,10
"Bravo",135,"Fiat",9,9,7,6,9,8,7,7,8,8,7,7,8,7,0
"Bravo",136,"Fiat",10,10,9,9,9,10,9,10,9,10,10,10,10,10,10
"Bravo",137,"Fiat",10,10,9,8,8,10,10,9,9,10,10,7,10,9,10
"Siena",1,"Fiat",10,10,9,10,7,10,10,10,8,10,10,10,8,10,10
"Siena",2,"Fiat",9,10,9,10,9,10,7,8,8,9,6,8,7,8,9
"Siena",3,"Fiat",6,3,5,7,5,5,7,7,5,6,8,9,9,4,7
"Siena",4,"Fiat",5,7,8,7,9,9,5,8,5,9,7,9,7,7,8
"Siena",5,"Fiat",9,6,8,9,6,9,6,8,8,8,8,8,6,8,7
"Siena",6,"Fiat",9,9,9,10,10,10,6,10,9,7,9,10,10,10,10
"Siena",7,"Fiat",10,2,10,6,10,9,2,9,1,9,5,3,7,3,0
"Siena",8,"Fiat",10,2,10,10,1,10,10,10,10,10,1,6,8,5,10
"Siena",9,"Fiat",7,7,9,5,7,10,5,7,9,7,7,8,5,9,9
"Siena",10,"Fiat",10,4,4,4,7,10,5,5,7,7,7,5,8,8,7
"Siena",11,"Fiat",10,9,9,9,9,10,9,9,9,9,9,9,9,9,10
"Siena",12,"Fiat",9,8,10,10,8,10,10,8,8,10,8,7,8,10,10
"Siena",13,"Fiat",9,8,5,9,7,9,10,10,8,9,8,7,8,9,9
"Siena",14,"Fiat",7,8,9,9,7,8,3,4,7,9,9,9,8,8,4
"Siena",15,"Fiat",10,10,10,9,9,10,8,10,8,9,10,10,9,9,10
"Siena",16,"Fiat",9,7,8,9,8,10,9,7,10,9,9,9,9,9,9
"Siena",17,"Fiat",9,8,8,9,8,10,6,9,9,9,8,3,5,8,9
"Siena",18,"Fiat",10,9,10,10,10,10,10,10,8,10,10,9,10,8,10
"Siena",19,"Fiat",9,8,6,8,4,9,5,8,6,7,7,6,7,6,7
"Siena",20,"Fiat",7,6,7,10,8,10,8,10,10,8,10,10,7,10,10
"Siena",21,"Fiat",10,8,10,10,9,10,9,10,9,9,9,10,9,10,10
"Siena",22,"Fiat",8,8,6,9,8,9,7,10,10,8,8,8,8,8,8
"Siena",23,"Fiat",10,9,10,7,10,10,10,9,9,8,9,8,9,8,10
"Siena",24,"Fiat",10,5,2,5,5,10,2,2,5,5,7,10,4,5,5
"Siena",25,"Fiat",10,8,10,10,10,10,10,10,10,10,8,10,10,10,10
"Siena",26,"Fiat",9,8,8,9,10,10,7,10,8,7,9,10,8,10,9
"Siena",27,"Fiat",9,5,9,2,10,10,5,10,7,0,8,9,8,3,5
"Siena",28,"Fiat",9,7,8,8,7,8,7,9,8,7,8,9,7,8,8
"Siena",29,"Fiat",6,0,5,8,5,1,5,0,0,1,1,5,3,1,0
"Siena",30,"Fiat",10,8,8,9,8,10,7,8,6,10,8,7,7,9,9
"Siena",31,"Fiat",9,1,8,8,7,7,9,9,4,8,9,6,9,8,5
"Siena",32,"Fiat",10,9,10,9,9,9,10,10,10,10,10,8,9,8,10
"Siena",33,"Fiat",10,8,8,10,9,10,8,7,7,8,4,8,4,7,9
"Siena",34,"Fiat",8,7,7,9,7,8,8,6,7,7,8,8,7,8,7
"Siena",35,"Fiat",8,4,2,5,5,10,7,4,3,8,5,9,10,9,5
"Siena",36,"Fiat",7,6,6,9,6,10,6,10,9,7,9,10,7,10,10
"Siena",37,"Fiat",9,8,6,7,7,9,7,7,6,5,7,8,7,8,8
"Siena",38,"Fiat",0,0,10,0,8,9,5,0,7,10,10,6,0,0,0
"Siena",39,"Fiat",7,8,8,8,9,9,7,5,8,9,8,9,7,8,8
"Siena",40,"Fiat",5,10,8,10,10,10,10,10,10,10,10,5,9,10,10
"Siena",41,"Fiat",9,9,10,9,10,10,9,8,8,9,9,9,8,8,9
"Siena",42,"Fiat",9,9,9,9,9,10,9,9,9,10,10,10,9,10,10
"Siena",43,"Fiat",9,8,9,10,9,10,8,10,10,10,10,9,9,9,10
"Siena",44,"Fiat",8,8,9,9,7,10,6,9,9,7,9,9,7,10,7
"Siena",45,"Fiat",7,7,9,9,9,10,8,8,7,9,7,8,6,7,9
"Siena",46,"Fiat",9,8,9,8,9,9,8,9,9,9,9,9,9,8,8
"Siena",47,"Fiat",8,7,7,10,6,10,8,10,10,8,9,10,7,10,10
"Siena",48,"Fiat",7,4,7,7,3,3,2,8,6,7,5,3,8,3,1
"Siena",49,"Fiat",9,9,9,10,7,10,10,10,9,8,9,10,9,10,10
"Siena",50,"Fiat",9,7,9,9,7,9,7,7,9,9,9,9,9,8,9
"Siena",51,"Fiat",8,4,4,8,4,8,4,7,7,7,8,7,7,6,6
"Siena",52,"Fiat",7,7,5,5,5,5,5,2,2,2,1,4,5,2,4
"Siena",53,"Fiat",9,10,9,10,9,10,8,9,9,10,10,10,10,9,10
"Siena",54,"Fiat",9,8,9,5,8,10,8,10,8,8,9,9,9,9,9
"Siena",55,"Fiat",8,6,8,7,5,9,8,8,8,8,8,6,6,7,6
"Siena",56,"Fiat",7,7,9,5,8,10,6,9,10,10,9,9,9,9,10
"Siena",57,"Fiat",9,8,7,9,6,9,8,9,8,8,8,9,8,8,9
"Siena",58,"Fiat",7,7,8,10,7,10,10,10,8,10,10,8,10,9,8
"Siena",59,"Fiat",8,7,7,6,6,9,7,8,7,7,7,9,8,7,9
"Siena",60,"Fiat",10,10,9,9,9,10,9,9,9,7,10,9,8,9,10
"Siena",61,"Fiat",9,7,7,10,9,10,9,10,10,10,10,9,9,10,10
"Siena",62,"Fiat",8,7,9,9,10,10,6,9,9,9,10,8,10,10,10
"Siena",63,"Fiat",8,3,8,8,8,10,9,9,8,9,9,6,8,8,5
"Siena",64,"Fiat",8,8,10,7,8,9,8,8,8,8,7,8,7,7,8
"Siena",65,"Fiat",10,8,9,10,10,10,5,5,10,5,5,9,8,6,8
"Siena",66,"Fiat",10,7,10,10,10,9,10,10,9,5,6,7,7,8,8
"Siena",67,"Fiat",8,9,8,10,10,10,8,9,9,7,8,8,7,8,8
"Siena",68,"Fiat",8,10,9,9,10,10,8,10,10,10,10,8,8,10,10
"Siena",69,"Fiat",9,8,9,8,7,10,6,7,8,9,8,8,7,7,7
"Siena",70,"Fiat",7,7,8,8,7,7,7,8,8,8,8,10,8,7,8
"Siena",71,"Fiat",8,8,5,8,7,10,6,8,6,8,9,9,9,6,9
"Siena",72,"Fiat",8,6,7,5,5,7,6,5,6,6,4,9,6,5,5
"Siena",73,"Fiat",6,7,8,8,4,8,9,7,8,8,6,3,8,7,8
"Siena",74,"Fiat",8,7,8,8,9,10,8,9,7,8,6,7,6,8,8
"Siena",75,"Fiat",8,8,9,7,6,8,5,5,6,6,7,1,7,4,6
"Siena",76,"Fiat",8,7,7,8,9,10,9,9,7,8,8,10,10,7,9
"Siena",77,"Fiat",9,8,10,10,8,9,10,8,5,8,9,5,9,9,8
"Siena",78,"Fiat",9,8,9,9,9,10,7,7,8,7,7,8,8,8,9
"Siena",79,"Fiat",9,9,10,10,8,9,8,10,10,10,10,9,8,9,10
"Siena",80,"Fiat",9,8,9,9,8,9,7,8,7,7,8,9,9,8,8
"Siena",81,"Fiat",8,7,8,3,7,10,4,7,7,7,7,7,7,5,7
"Siena",82,"Fiat",8,7,9,9,9,10,7,7,8,7,9,10,8,1,7
"Siena",83,"Fiat",5,3,3,3,3,8,0,1,4,1,5,4,1,1,0
"Siena",84,"Fiat",9,6,8,8,7,10,8,5,5,6,7,7,6,5,0
"Siena",85,"Fiat",8,5,8,8,8,10,8,10,8,9,10,10,8,10,10
"Siena",86,"Fiat",8,8,7,6,6,9,7,8,8,7,7,9,8,5,9
"Siena",87,"Fiat",7,5,8,9,7,10,5,8,8,8,8,8,7,8,9
"Siena",88,"Fiat",8,5,8,4,4,10,3,4,8,9,8,8,7,7,6
"Siena",89,"Fiat",7,5,7,10,7,10,8,8,6,6,6,10,2,9,8
"Siena",90,"Fiat",9,8,10,6,10,10,5,7,8,5,5,8,9,9,10
"Siena",91,"Fiat",7,7,8,7,7,10,8,8,8,8,8,8,8,7,8
"Siena",92,"Fiat",9,8,9,9,9,8,7,8,8,8,9,8,6,8,9
"Siena",93,"Fiat",9,9,9,10,8,10,9,10,8,6,8,10,9,10,10
"Siena",94,"Fiat",8,8,8,9,9,10,10,8,8,9,8,9,9,8,10
"Siena",95,"Fiat",8,8,7,7,9,10,7,9,7,8,10,10,9,9,9
"Siena",96,"Fiat",7,7,10,2,6,10,5,8,5,7,7,6,6,2,7
"Siena",97,"Fiat",8,7,7,7,7,9,7,8,7,7,7,8,7,8,8
"Siena",98,"Fiat",9,8,8,8,8,8,7,8,8,8,9,9,8,5,10
"Siena",99,"Fiat",8,7,7,9,8,9,6,9,8,8,9,8,8,9,8
"Siena",100,"Fiat",9,9,8,10,10,9,8,9,9,9,9,9,9,9,10
"Siena",101,"Fiat",10,3,8,10,7,9,8,8,3,10,7,2,9,5,1
"Siena",102,"Fiat",10,5,5,3,5,10,5,8,10,3,5,0,4,5,7
"Siena",103,"Fiat",9,8,8,10,10,10,8,10,8,7,8,7,8,8,10
"Siena",104,"Fiat",8,8,8,9,9,9,3,8,8,9,9,7,7,7,6
"Siena",105,"Fiat",7,6,10,10,6,6,8,6,9,9,9,10,9,4,6
"Siena",106,"Fiat",8,5,8,9,8,10,7,10,10,8,9,10,8,9,9
"Siena",107,"Fiat",5,0,5,0,0,7,3,0,8,8,5,5,8,5,0
"Siena",108,"Fiat",8,5,7,5,7,9,7,7,6,7,6,7,8,7,8
"Siena",109,"Fiat",8,10,10,10,8,10,9,10,10,8,9,10,10,10,10
"Siena",110,"Fiat",10,5,10,10,10,5,8,5,10,10,5,10,10,8,0
"Siena",111,"Fiat",6,5,6,6,5,6,3,5,5,4,5,6,5,5,7
"Siena",112,"Fiat",6,6,6,8,8,10,7,8,6,10,8,9,3,10,7
"Siena",113,"Fiat",10,8,7,5,8,10,9,9,10,9,10,9,8,8,10
"Siena",114,"Fiat",10,8,10,10,10,10,5,10,8,7,8,7,8,8,10
"Siena",115,"Fiat",10,8,9,6,9,10,9,7,8,6,1,2,8,7,5
"Siena",116,"Fiat",10,7,8,6,10,10,7,8,8,8,8,8,5,7,9
"Siena",117,"Fiat",8,5,6,5,5,9,5,7,5,5,8,7,6,6,5
"Siena",118,"Fiat",9,7,9,9,8,10,8,9,9,9,9,10,7,8,8
"Siena",119,"Fiat",9,9,10,10,10,10,10,10,10,10,10,9,9,10,10
"Siena",120,"Fiat",9,9,9,8,8,10,8,10,8,10,9,10,8,10,10
"Siena",121,"Fiat",7,7,8,9,10,10,7,8,7,7,7,7,7,8,8
"Siena",122,"Fiat",10,0,10,10,10,10,10,10,10,10,10,5,8,7,0
"Siena",123,"Fiat",9,9,9,8,8,9,9,9,9,9,9,9,9,9,9
"Siena",124,"Fiat",10,10,10,10,9,10,10,10,10,10,10,9,10,9,10
"Siena",125,"Fiat",10,10,10,10,8,10,10,8,8,8,8,10,8,10,10
"Siena",126,"Fiat",10,8,8,9,8,10,10,10,10,10,10,10,10,10,10
"Siena",127,"Fiat",10,8,10,8,8,10,4,5,8,8,8,5,8,6,8
"Siena",128,"Fiat",8,7,8,10,8,10,7,7,9,9,8,8,7,8,9
"Siena",129,"Fiat",8,9,10,10,9,10,10,10,10,9,10,9,8,9,10
"Siena",130,"Fiat",9,9,9,9,9,10,8,10,10,9,9,10,9,8,10
"Siena",131,"Fiat",10,10,10,10,8,10,10,10,10,10,10,10,9,10,10
"Siena",132,"Fiat",9,9,9,8,9,10,9,9,9,9,9,8,9,8,8
"Siena",133,"Fiat",8,7,8,8,7,9,7,5,5,7,7,5,6,6,6
"Siena",134,"Fiat",8,8,8,9,9,10,5,5,7,8,5,5,7,5,0
"Siena",135,"Fiat",8,6,7,8,8,9,7,6,6,7,7,5,7,6,7
"Siena",136,"Fiat",8,8,8,8,8,10,8,8,6,6,7,10,8,3,7
"Siena",137,"Fiat",9,7,9,10,8,10,6,8,8,10,10,10,6,9,10
"Siena",138,"Fiat",10,8,8,10,8,10,8,9,9,10,10,10,10,10,10
"Siena",139,"Fiat",8,6,7,4,7,8,5,7,4,7,9,8,5,7,7
"Siena",140,"Fiat",9,8,10,10,9,10,10,9,10,10,10,7,8,10,9
"Siena",141,"Fiat",10,7,8,9,7,10,9,9,9,10,10,8,9,8,9
"Siena",142,"Fiat",7,7,10,3,6,10,10,10,8,7,9,8,7,7,10
"Siena",143,"Fiat",9,8,9,9,8,10,8,8,8,9,10,9,9,9,9
"Siena",144,"Fiat",8,7,6,8,6,10,8,8,7,8,8,7,5,6,8
"Siena",145,"Fiat",9,1,3,9,7,9,1,6,5,7,5,9,7,7,5
"Siena",146,"Fiat",9,8,9,9,9,9,8,9,9,9,9,9,9,10,10
"Siena",147,"Fiat",9,10,10,8,10,10,8,8,9,7,10,10,8,10,9
"Siena",148,"Fiat",9,6,7,9,7,9,9,7,9,10,9,7,6,10,10
"Siena",149,"Fiat",10,9,9,10,9,10,7,10,10,9,10,9,10,10,10
"Siena",150,"Fiat",9,10,10,10,10,10,7,10,9,8,7,9,10,9,10
"Siena",151,"Fiat",10,9,9,8,9,10,9,9,8,9,9,9,9,9,10
"Siena",152,"Fiat",10,9,9,10,9,10,9,10,10,10,10,10,9,9,10
"Siena",153,"Fiat",9,6,8,10,7,9,7,8,7,8,8,8,7,9,8
"Siena",154,"Fiat",10,7,9,10,10,10,9,10,7,9,8,8,8,9,10
"Siena",155,"Fiat",8,8,7,9,8,10,9,8,8,9,8,9,9,8,8
"Siena",156,"Fiat",8,9,7,9,9,10,7,7,6,6,6,7,6,7,9
"Siena",157,"Fiat",8,7,9,5,7,10,8,8,6,8,9,9,8,9,9
"Siena",158,"Fiat",9,10,10,10,9,10,8,9,9,9,8,10,8,9,10
"Siena",159,"Fiat",10,10,10,7,10,10,7,8,10,10,10,8,8,10,10
"Siena",160,"Fiat",8,9,8,8,9,9,9,4,7,8,5,7,7,3,1
"Siena",161,"Fiat",9,9,10,8,10,10,8,10,9,10,10,7,8,9,9
"Siena",162,"Fiat",8,7,8,7,6,7,8,7,8,8,7,9,8,9,8
"Siena",163,"Fiat",8,8,10,10,9,10,7,10,9,10,10,9,10,10,10
"Siena",164,"Fiat",7,3,5,10,4,9,10,10,9,7,5,9,5,7,10
"Siena",165,"Fiat",6,7,3,6,7,9,6,6,8,8,8,8,6,8,8
"Siena",166,"Fiat",7,7,8,8,8,9,7,8,6,8,8,9,8,8,9
"Siena",167,"Fiat",10,8,10,10,10,10,6,6,10,10,10,10,10,10,8
"Siena",168,"Fiat",8,1,8,8,5,10,1,1,7,10,7,8,5,8,5
"Siena",169,"Fiat",10,9,10,10,10,10,10,10,9,9,9,9,9,9,10
"Siena",170,"Fiat",9,8,9,10,10,10,9,10,10,10,10,10,9,9,10
"Siena",171,"Fiat",9,8,8,6,7,10,7,9,9,9,9,6,8,7,8
"Siena",172,"Fiat",10,9,9,7,9,10,8,10,10,9,10,7,9,10,10
"Siena",173,"Fiat",10,9,9,8,8,10,10,10,10,10,6,9,9,10,10
"Siena",174,"Fiat",7,7,7,7,9,9,8,8,8,8,6,8,7,9,9
"Siena",175,"Fiat",9,9,9,9,9,10,9,8,7,9,9,6,8,7,7
"Siena",176,"Fiat",10,9,9,9,6,10,7,8,9,8,8,10,8,10,10
"Siena",177,"Fiat",8,7,9,8,7,10,8,8,7,10,6,9,6,7,9
"Siena",178,"Fiat",8,5,5,4,4,9,5,5,6,5,6,5,6,6,6
"Siena",179,"Fiat",9,8,8,8,8,10,8,8,8,8,7,10,7,9,10
"Siena",180,"Fiat",10,6,8,7,6,10,7,8,7,9,10,9,10,10,10
"Siena",181,"Fiat",10,10,10,10,8,10,10,10,10,7,7,5,5,7,10
"Siena",182,"Fiat",9,8,9,7,7,10,5,5,9,9,9,9,10,10,8
"Siena",183,"Fiat",9,10,7,9,6,8,7,9,9,9,8,8,7,7,8
"Siena",184,"Fiat",10,9,9,8,9,10,9,10,10,10,10,8,10,9,10
"Siena",185,"Fiat",9,7,8,5,9,10,1,5,7,7,7,0,7,1,1
"Siena",186,"Fiat",9,9,9,10,8,10,8,8,9,10,9,8,8,7,9
"Siena",187,"Fiat",7,9,8,10,8,9,9,10,9,9,8,10,10,8,10
"Siena",188,"Fiat",9,9,9,10,8,9,5,9,9,9,10,9,9,9,9
"Siena",189,"Fiat",10,10,8,9,7,10,8,8,9,9,9,10,8,9,9
"Siena",190,"Fiat",8,7,6,6,9,10,7,3,7,7,7,5,7,7,4
"Siena",191,"Fiat",10,9,10,10,9,10,10,10,10,10,9,9,9,9,10
"Siena",192,"Fiat",8,6,5,4,7,10,6,10,10,8,8,9,7,8,10
"Siena",193,"Fiat",9,10,10,9,10,10,10,10,9,10,10,10,9,9,10
"Siena",194,"Fiat",8,7,7,2,5,8,4,8,7,3,4,7,2,6,5
"Siena",195,"Fiat",7,7,5,6,5,5,5,6,5,7,6,6,7,5,1
"Siena",196,"Fiat",10,8,8,8,8,9,9,8,7,9,9,10,8,9,10
"Siena",197,"Fiat",8,8,9,6,9,9,8,10,8,9,7,10,9,8,8
"Siena",198,"Fiat",6,6,8,8,7,9,6,9,5,8,7,5,7,6,6
"Siena",199,"Fiat",8,8,9,9,8,10,7,10,9,9,8,9,7,9,9
"Siena",200,"Fiat",7,7,7,7,8,10,8,8,8,8,8,1,5,5,5
"Siena",201,"Fiat",10,3,10,9,10,9,6,7,9,6,7,6,9,5,0
"Siena",202,"Fiat",10,7,10,10,6,10,7,9,9,8,9,8,5,9,10
"Siena",203,"Fiat",10,5,8,7,7,10,10,8,10,10,6,0,4,8,7
"Siena",204,"Fiat",8,8,8,9,7,10,8,8,7,9,7,9,8,9,8
"Siena",205,"Fiat",8,8,8,7,9,9,5,7,7,10,7,8,10,8,9
"Siena",206,"Fiat",6,4,7,3,5,6,0,3,5,5,2,8,5,4,3
"Siena",207,"Fiat",9,9,7,9,8,10,8,9,8,9,8,9,8,9,6
"Siena",208,"Fiat",9,7,9,5,8,10,3,10,10,8,8,3,10,5,10
"Siena",209,"Fiat",9,7,8,9,9,10,6,7,8,8,7,10,7,9,9
"Siena",210,"Fiat",7,8,9,10,9,10,4,5,6,7,7,7,7,8,5
"Siena",211,"Fiat",8,4,8,4,7,10,7,8,8,9,9,8,8,8,9
"Siena",212,"Fiat",9,5,9,5,6,10,7,10,9,9,9,10,10,8,10
"Siena",213,"Fiat",10,7,9,6,9,10,6,8,8,7,8,8,7,10,10
"Siena",214,"Fiat",10,9,9,10,9,10,7,8,9,8,10,10,10,8,10
"Siena",215,"Fiat",8,9,9,9,8,9,7,8,9,6,7,6,8,6,8
"Siena",216,"Fiat",10,8,7,7,5,10,6,8,8,8,10,0,9,9,5
"Siena",217,"Fiat",6,6,8,4,6,10,0,0,5,7,10,5,5,6,2
"Siena",218,"Fiat",8,8,9,9,6,10,9,9,8,8,8,8,8,6,9
"Siena",219,"Fiat",7,8,8,8,8,10,10,10,10,10,9,10,8,9,9
"Siena",220,"Fiat",8,5,7,6,5,10,7,5,7,6,6,8,3,7,5
"Siena",221,"Fiat",10,8,10,10,9,10,10,9,8,8,9,10,10,10,10
"Siena",222,"Fiat",10,9,8,10,9,10,8,10,10,10,8,9,8,10,10
"Siena",223,"Fiat",9,4,5,5,5,10,4,4,4,0,5,8,5,0,0
"Siena",224,"Fiat",7,7,7,7,7,9,8,7,6,4,5,3,6,6,6
"Siena",225,"Fiat",8,8,8,9,9,9,10,9,9,9,8,7,7,7,8
"Siena",226,"Fiat",10,9,9,10,10,10,9,10,10,10,10,10,10,10,10
"Siena",227,"Fiat",7,6,7,6,7,9,7,10,10,8,8,5,8,10,10
"Siena",228,"Fiat",1,2,2,6,4,7,0,0,6,6,6,0,2,0,0
"Siena",229,"Fiat",9,7,8,8,9,10,9,7,8,5,3,8,3,7,3
"Siena",230,"Fiat",9,7,9,8,7,8,9,9,9,9,7,9,7,8,8
"Siena",231,"Fiat",10,10,10,10,10,10,7,9,9,10,10,10,10,10,10
"Siena",232,"Fiat",6,7,6,9,9,10,6,9,8,8,7,5,6,5,9
"Siena",233,"Fiat",8,8,7,7,8,10,6,7,7,7,6,7,6,6,9
"Siena",234,"Fiat",7,3,3,6,4,8,6,5,5,4,2,9,3,2,1
"Siena",235,"Fiat",8,5,6,7,6,8,5,5,7,6,5,9,6,7,5
"Siena",236,"Fiat",10,9,9,7,9,10,10,9,8,8,9,4,7,5,10
"Siena",237,"Fiat",6,6,7,5,5,10,1,6,8,10,8,5,0,0,2
"Siena",238,"Fiat",8,9,8,9,9,10,7,8,7,7,10,8,9,8,10
"Siena",239,"Fiat",5,0,5,5,6,10,1,1,5,7,6,8,6,5,0
"Siena",240,"Fiat",8,8,8,10,8,9,8,10,10,10,10,10,8,10,10
"Siena",241,"Fiat",7,7,7,7,6,7,6,6,6,6,6,6,6,6,7
"Siena",242,"Fiat",9,8,9,7,8,10,8,8,7,7,7,8,8,8,8
"Siena",243,"Fiat",9,8,8,8,8,10,7,9,9,9,9,6,7,8,7
"Siena",244,"Fiat",10,9,9,9,10,10,9,8,8,8,6,9,8,7,9
"Siena",245,"Fiat",8,8,6,7,7,10,5,9,8,8,8,9,8,6,10
"Siena",246,"Fiat",9,6,6,9,8,9,4,6,9,9,6,6,7,8,7
"Siena",247,"Fiat",6,7,6,7,4,9,7,8,5,8,7,9,7,9,8
"Siena",248,"Fiat",8,7,4,8,8,10,10,9,9,8,8,6,7,9,10
"Siena",249,"Fiat",9,7,9,8,9,10,6,9,10,10,10,10,10,9,9
"Siena",250,"Fiat",9,7,7,7,9,9,7,9,9,6,0,8,8,10,10
"Siena",251,"Fiat",8,7,7,7,7,10,9,8,8,8,6,7,6,8,8
"Siena",252,"Fiat",7,7,10,9,9,10,7,4,3,9,5,10,10,6,6
"Siena",253,"Fiat",10,8,9,8,9,10,7,8,8,8,8,8,8,9,9
"Siena",254,"Fiat",7,4,8,2,5,8,5,8,8,8,6,6,8,7,8
"Siena",255,"Fiat",9,9,7,9,8,10,9,10,10,10,0,8,8,9,0
"Siena",256,"Fiat",10,8,10,3,10,10,2,10,10,10,10,9,10,10,10
"Siena",257,"Fiat",9,8,9,8,9,9,9,8,8,8,8,8,9,8,10
"Siena",258,"Fiat",8,8,6,5,8,8,2,9,7,6,7,6,8,6,10
"Siena",259,"Fiat",10,8,9,10,9,10,8,8,9,9,9,10,10,10,10
"Siena",260,"Fiat",7,5,5,5,5,6,5,5,5,4,5,5,4,0,0
"Siena",261,"Fiat",9,8,7,10,8,10,10,9,9,9,8,7,9,8,4
"Siena",262,"Fiat",10,9,10,10,9,10,8,9,9,10,10,9,9,8,10
"Siena",263,"Fiat",7,8,7,3,6,10,5,5,5,9,8,6,5,9,8
"Siena",264,"Fiat",8,7,7,6,6,10,6,8,7,8,8,8,8,7,7
"Siena",265,"Fiat",9,7,6,8,7,10,7,9,8,8,7,7,5,7,10
"Siena",266,"Fiat",8,6,7,9,7,10,5,7,7,7,7,6,6,8,8
"Siena",267,"Fiat",10,9,10,9,9,9,1,9,9,9,9,5,6,8,8
"Siena",268,"Fiat",10,10,10,8,10,10,10,10,10,10,10,10,10,9,10
"Siena",269,"Fiat",10,6,9,8,6,10,4,8,10,7,7,0,4,5,6
"Siena",270,"Fiat",9,8,8,8,9,10,9,8,8,9,9,9,9,8,9
"Siena",271,"Fiat",10,5,6,7,5,10,5,5,7,7,5,7,5,5,0
"Siena",272,"Fiat",8,6,8,9,10,10,7,0,8,9,8,8,9,8,10
"Siena",273,"Fiat",10,7,9,7,8,10,8,9,8,9,7,9,8,7,7
"Siena",274,"Fiat",10,7,9,9,9,10,8,8,9,9,8,8,5,7,5
"Siena",275,"Fiat",9,9,7,9,5,9,8,9,9,9,9,7,9,8,6
"Siena",276,"Fiat",10,10,8,9,8,10,8,9,10,10,10,7,9,9,10
"Siena",277,"Fiat",9,9,8,8,8,10,8,8,8,8,9,7,7,8,8
"Siena",278,"Fiat",9,9,9,9,7,10,8,7,9,9,9,6,9,7,7
"Siena",279,"Fiat",9,8,9,9,9,9,7,9,9,9,10,1,9,10,10
"Siena",280,"Fiat",10,9,10,10,10,10,9,9,9,10,9,9,9,9,10
"Siena",281,"Fiat",10,8,9,9,9,10,9,9,9,10,9,9,8,9,10
"Siena",282,"Fiat",10,5,6,8,7,10,6,8,7,9,9,8,7,8,8
"Siena",283,"Fiat",10,6,9,9,9,8,9,9,7,6,8,9,9,8,8
"Siena",284,"Fiat",9,5,8,5,8,10,8,9,9,9,8,6,6,9,9
"Siena",285,"Fiat",10,10,8,8,8,10,10,10,10,10,10,7,6,8,8
"Siena",286,"Fiat",10,10,8,9,10,10,3,10,10,5,10,5,10,8,10
"Siena",287,"Fiat",9,9,8,8,7,10,8,8,7,7,7,9,6,7,8
"Siena",288,"Fiat",9,9,8,8,8,10,6,2,6,0,8,8,5,7,5
"Siena",289,"Fiat",8,8,9,9,8,10,9,8,9,10,10,9,10,8,10
"Siena",290,"Fiat",10,8,10,9,10,10,7,8,9,9,9,7,6,8,9
"Siena",291,"Fiat",9,9,9,9,7,10,9,9,9,6,8,5,6,8,9
"Siena",292,"Fiat",8,6,8,6,6,10,3,6,7,8,5,6,8,7,6
"Siena",293,"Fiat",10,8,9,1,10,10,9,10,10,10,10,0,9,8,9
"Siena",294,"Fiat",6,7,7,8,8,10,6,7,8,7,7,9,9,7,8
"Siena",295,"Fiat",9,10,9,9,10,10,9,10,10,10,10,9,9,10,10
"Siena",296,"Fiat",8,8,8,7,8,9,6,7,8,10,8,7,7,8,8
"Siena",297,"Fiat",9,9,8,8,9,8,8,8,9,9,9,8,8,8,0
"Siena",298,"Fiat",8,8,7,9,7,10,8,8,9,10,9,10,10,9,10
"Siena",299,"Fiat",10,6,8,9,9,9,10,10,10,10,10,9,10,8,10
"Siena",300,"Fiat",10,8,8,10,9,10,7,8,9,9,9,8,9,9,10
"Siena",301,"Fiat",7,7,7,8,7,9,9,7,7,6,2,8,2,6,6
"Siena",302,"Fiat",7,7,8,8,8,10,4,5,7,8,7,8,7,6,6
"Siena",303,"Fiat",8,8,6,7,8,10,10,9,9,8,8,6,7,7,7
